"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
761806	3083	699	0	0	4590	1080	2878	0	1190	1888	0	0	0	0	0	0	0	100000	0	0	0	false	1172	0	0	0	2592	0	3621	0	1003	0	4824	0	2304	1612	0	Investment Services Income	Cash Management Fees		Statement Rendering	Check Card expense					CPP funds transfered to Bank from Holding Company							
761833	0	0	0	0	78	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	69	118	0	0	0	0	0	30	74				Management Fees													
761851	0	0	0	0	41	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	8	0	0	0	0	29	0	57	0	0	0	0				Loan expense													
761954	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0																	
762045	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0				Repo and Colection Expense						capital injection							
762054	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				MISCELLANEOUS EXPENSE													
762353	5	0	8	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	5	1	0	5	4	0	0	0	0	0	0																	
762447	117	21	0	0	636	10	37	0	95	0	0	0	0	0	0	0	0	13	0	0	0	false	120	0	0	45	0	41	80	336	109	0	49	0	118	165	0	Wire transfer fees	Miscellaneous Income		Correspondent Bank Service Charge						Vested options compensation expense							
762625	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	Other Income																
763211	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0				Bank Franchise Tax													
763556	26	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				BANK SERVICE CHARGES													
763752	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	37	0	0	0	31	0	0	0																	
763930	84	0	2	8	106	0	0	0	47	30	0	0	0	0	0	0	0	0	0	0	0	false	59	0	0	0	0	15	60	208	78	0	8	64	46	8	41				Donations	Business Development												
764030	558	0	181	69	360	543	763	0	182	22	441	0	0	0	0	0	0	0	0	0	0	false	331	0	0	63	0	165	0	1213	304	0	74	61	109	0	413	Net realized deferred FHLB	Mortgage loan fees		Equipment & Occupancy Taxes	Board Related Expenses	Loan related expenses											
764058	93	0	0	0	151	124	0	0	313	151	0	0	0	0	0	0	0	0	0	-11	0	false	0	0	0	0	0	0	39	267	0	0	0	0	0	0	0	Debit Card Income			Collection & Reposession Expense	OREO Expense							Allowance allocated to off-balance sheet obligations					
764067	29	0	18	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	2	0	2	1	20	15	0	0	11	0	1	4																	
764142	13	0	14	1	23	0	0	0	10	0	0	11	0	0	0	0	0	0	0	0	0	false	14	0	0	2	0	2	3	28	22	0	4	26	0	0	9				Expense on OREO			Income Tax Accrual Adjust										
764151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0																	
764441	0	0	0	0	0	41	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other Income from Executor Fees			Equipment Service Contracts													
764647	17	0	9	4	21	53	0	0	17	13	7	0	0	0	0	0	0	0	0	0	0	false	17	0	0	4	12	2	1	48	15	0	0	0	0	0	0	DATA PROCESS REVENUE			SOFTWARE EXPENSE	DATA PROCESSING EXPENSE	CORRESPOND BANK SERVICE CHG											
764816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	120	0	0	23	0	43	0	25																	
764843	5	0	9	10	0	0	0	0	8	13	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	0	35	2	0	0	0	0	0	0				PERIODICALS	SURITY BONDS												
764982	88	0	45	42	68	106	58	0	45	36	0	0	0	0	0	0	0	0	0	0	0	false	60	0	0	7	150	13	61	203	38	0	210	60	21	128	62	Sold Mortgage Origination Fees	Other commissions and fees		OREO & Collection expenses	Business/Occupational Taxes												
765019	201	0	0	84	322	220	135	61	216	180	144	0	0	0	0	0	0	0	0	0	0	false	98	0	0	0	0	77	0	119	0	0	0	128	100	0	91	Miscellaneous Income	Title Income	Visa Debit Card Income	Pennsylvania Bank Shares Tax	Management Fees paid to Parent Company	Appraisal Fees											
765046	6	0	14	4	0	5	33	0	1	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	15	4	21	55	20	0	15	16	0	-5	19	INCOME FROM MORTGAGE LOANS SOLD	AGENCY FEES		DONATIONS													
765130	1	1	0	2	19	29	32	75	28	26	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	1	0	27	1	0	0	15	15	0	6	Activity Charges	Equipment Sales	Equipment Rental Fees	Equipment Rental Commissions	Charge Off Expense												
765318	0	0	0	0	27	26	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	false	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	JRT SUPPORT SERVICES									CAPITAL INFUSION							
765354	7	3	12	63	25	12	4	2	139	12	11	0	0	0	0	0	0	0	0	0	0	false	11	0	0	8	0	4	22	19	30	0	18	9	4	0	17	ATM SWITCH	FHLB DIVIDEND	EXCHANGE	FORECLOSURE AND REPOSSESSION	CREDIT CARD PROCESSING	ONLINE BANKING											
765505	208	0	95	0	211	231	0	0	0	0	0	0	0	0	0	0	0	-200	0	0	0	false	63	0	0	30	90	0	23	168	79	0	233	64	48	131	49	Stock Option Premium Income									Reorganization capital transfer to new holding companies							
765662	25	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
766052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0																	
766164	0	0	35	90	255	0	0	0	31	229	42	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				State Assessment	OREO Expense	Software Amortization											
766258	103	59	75	69	183	55	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	false	44	0	0	0	132	0	102	62	44	0	29	202	0	0	54	Misc Other Fees			Business Development Other													
766735	25	0	19	26	35	0	0	0	45	32	25	0	0	0	0	0	0	0	0	0	0	false	16	0	0	13	0	13	0	130	13	0	50	26	22	31	10				Trust Department Expense	Loan Department Expense	Technology Expense											
767040	19	0	4	17	19	6	0	0	0	0	0	0	0	0	0	0	0	1600	0	0	0	false	12	0	0	5	0	0	15	0	24	0	0	0	0	0	8	other fee income									ADDITIONAL CAPITAL INJECTION							
767152	0	1	12	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	1	0	1	3	41	0	0	0	1	7	1	1				OCC ASSESSMENT													
767246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
767255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	39	0	0	34	0	0	0	0																	
767554	0	0	30	0	29	0	0	0	42	27	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	81	0	0	0	0	0	42	0				Bank Shareholder Tax	Professional Fees												
767611	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0				SUPPLIES													
767705	12	0	18	5	29	3	0	0	13	0	0	0	0	0	0	0	0	0	0	-55	0	false	10	0	0	2	19	5	7	117	14	0	13	34	0	0	18	Merchant Income			OCC Assessment								One Time Reclassification of Off-Balance Sheet Reserve					
767732	27	8	30	38	42	30	0	0	22	26	0	0	0	0	0	0	0	0	0	0	0	false	46	0	0	19	0	18	54	100	42	0	60	15	30	33	38	Mortgage Department Income			Dues and Subscriptions	Other Real Estate and Reposession Expense												
767769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
767817	0	0	35	0	19	0	0	0	18	42	61	0	0	0	0	0	0	0	0	0	0	false	11	0	0	7	57	0	18	0	0	0	18	16	0	11	19				Equip Mtn	PA Shares Tax	Outsourced Core and item processing											
768074	51	0	107	0	679	0	0	0	53	186	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	141	46	0	0	137	0	0	0				B&O Taxes	Reserve for unfunded commitments												
768252	20	0	9	6	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	2	1	5	2	21	12	0	8	10	0	4	3																	
768458	82	0	15	1	15	11	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	0	14	30	31	28	0	0	6	0	21	37	Non-customer check cashing fees			Professional Services													
768953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0																	
769156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
769334	6	0	5	0	13	0	0	0	4	6	12	0	0	0	0	0	0	1000	0	0	0	false	7	0	0	2	12	1	8	11	8	0	0	14	0	0	0				SOFTWARE DEPRECIATION	INSURANCE OTHER THAN BUILDING	OTHER OPERATING				from Lanark Bancshares, Inc as investment							
770068	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BANK INSURE BOND CLAIM													THERE WERE NO ITEMS OVER THE AMOUNT OF $25,000. THAT EXCEED 3% of schedule RI, item 7 d TO BE REPORTED IN SCHEDULE RI-E 2.			
770367	250	0	0	0	889	178	31	32	122	136	141	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	331	0	0	405	127	0	60	156	0	0	162	Income from Letter of Credit transactions	Income from Wire Transfer Charges	Merchant Card Income	Messenger Costs	Software Related Expenses	Subscription Expenses								Additional Other noninterest income items (RI-E a.) Accounts Receivable Audit Income - 26; SBA Fee Income - 27; Additional Other noninterest expense items (RI-E 2.) - Affordable Housing Investment Amortization - 98.			
770433	0	0	0	29	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27																	
770451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
770545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
770639	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	143	0	0	0	46	0	0	0																	
770657	118	0	13	74	113	69	34	0	0	55	0	0	0	0	0	0	0	58	0	0	0	false	59	0	0	17	166	21	97	350	42	0	259	19	0	158	57	Other Income/Recvoery Chg off Bond	Misc. Fees & Collections			Bank Processing Charges					Stock awarded in 2009 on Restricted Stock Plan							
770853	12	6	45	4	34	8	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	false	19	0	0	4	20	15	10	57	20	0	0	16	13	0	20	Check Cashing Fees			Network Administration Expense													
771047	21	0	14	0	4	2	10	9	5	5	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	1	0	2	14	0	0	0	15	0	0	0	Misc Income	Dewey State Bank Data Processing Fees	Dewey State Bank Compliance Fees	State Call Report Fees	Bank Insurance												
771140	36	0	23	8	44	60	8	0	30	24	21	0	0	0	0	0	0	0	0	0	0	false	19	0	0	8	44	11	7	13	28	0	0	21	0	2	12	Merchant fee debit cards	Credit life commission		Deferred compensation expense	Debit program expense	Contributions											
771458	209	0	59	0	364	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	false	55	0	0	0	84	0	0	311	77	0	0	0	182	0	84				Loan Expense													
771609	116	0	84	0	247	159	0	0	114	75	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	98	0	74	238	120	0	0	60	77	54	66	Origination fees			Appraisal Fees	Other Misc Expenses												
771636	54	0	11	9	24	10	0	0	96	26	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	4	0	3	28	78	10	0	0	28	0	34	5	Mortgage Origination Fees			Management Contract Fee	Loan Collection Costs												
771748	4	0	6	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	false	9	20	0	2	0	9	0	0	15	0	0	0	0	3	6				0								ADJUST RESERVE FOR LOAN LOSS PER BOARD MEETING			PER ADJUSTMENT IN BOND ACCOUNTING		
772008	174	0	87	109	102	63	20	0	37	64	47	0	0	0	0	0	0	-4000	0	0	0	false	64	0	0	0	225	35	41	413	38	0	0	90	74	99	47	income fr expired options	Miscellaneous		Other Insurance	Correspondent bank charges	Meetings, meals, travel				Transfer of security to parent at cost to comply with MGL 167f Sec 3(4)							
772240	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Management Fee													
772446	0	0	0	0	0	257	0	0	2348	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Intercompany income			Intercompany expenses													
772558	27	0	0	22	83	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	true	18	0	0	2	0	0	12	151	22	0	0	0	0	0	0				Corporate Fees										This ammended report reflects adjustments made to the 12/31/08 call report pursuant to the annual audit of 2008 financial statements.			
772745	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	48	0	0	18	0	0	0	0	Collection Fees																
772754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
773032	0	0	16	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4	22	93	0	0	0	30	0	0	0																	
773247	0	0	0	0	145	0	0	0	86	40	0	0	0	0	0	0	0	4000	0	0	0	true	43	0	0	0	59	0	39	154	36	0	60	0	0	46	59			0	Education & Training Expenses	Internet Banking expenses					Capital Injections				The Bank acquired Commercial State Bank of Waterloo during the first quarter 2009.			
773443	57	0	0	0	182	69	50	210	38	68	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	0	0	0	0	195	33	0	0	30	0	0	0	Credit Card Merchant Income	Debit Card Income	Loan Fees On Loans Originated And Sold To Fannie Mae	Miscellaneous Expenses	Credit Card Merchant Expense												
773546	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0																	
773742	21	6	21	0	100	0	0	0	78	18	0	0	0	0	0	0	0	0	0	0	0	false	28	0	0	14	25	12	9	0	34	0	24	34	44	0	38				DEFFERED DIRECTORS COMPENSATION	OTHER REAL ESTATE EXPENSE												
774105	55	0	0	0	71	49	0	0	43	80	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	Insufficient Funds Charges			Contributions & Sponsorships	Deposit Insurance Fund												
774132	106	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	3000	0	0	0	false	64	0	0	0	0	0	0	318	67	0	0	0	0	0	55				Insurance						Capital Contribution from Volunteer State Bancshares, Inc.							
774235	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
774253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
774262	78	0	39	73	100	59	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	80	0	62	282	104	0	0	63	0	73	95	Visa pass-thru fees/rebates			Correspondent bank charges													
774347	16	0	5	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	0	0	0	0	19	0	0	0	0	0	0																	
774655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0																	
774851	4	0	7	0	1	2	0	0	1	3	4	0	0	0	0	0	0	0	0	0	0	false	4	0	0	2	0	1	0	30	5	0	5	0	0	2	0	Bank Money Order & Cash Check Fees			Debit Card Expense	Insurance & Bonds	Correspondent S/C											
775054	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	false	0	0	0	0	0	0	0	71	0	0	0	32	0	0	0										Capital Injection							
775214	520	0	0	0	735	167	0	0	475	542	0	0	0	0	0	0	0	0	0	0	0	false	293	0	0	0	0	0	624	1144	0	0	2110	0	0	890	698	Account analysis fee			Loan expenses	Core system conversion												
775241	9	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	20	0	0	7	12	0	0	0	OTHER LOAN INCOME																
775456	100	0	77	0	166	0	0	0	36	54	100	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	103	0	0	0	54	0	41	36	54	0	37				OCC Examination Fees	Repossion & loan collection expense	Purchase software amort & maint											
775540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
775755	9	0	8	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	6	10	5	11	87	19	0	37	8	0	43	0																	
776248	7	0	8	9	32	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	0	7	29	0	0	31	8	0	6	11	9	18	11				Software support													
776275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
776350	0	0	0	47	96	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-18	0	0	47	26	0	73	0	0	83	0	0	0	0				Management Fees											Funded Status of Pension - adjustment when final report was issued		
776369	13	0	14	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	16	7	46	13	0	0	15	0	0	19																	
776547	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	0	0	0	70	0	0	0	0	0	21	12																	
776659	0	0	39	0	29	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	26	0	46	99	41	0	0	0	0	0	0	Mortgage Origination Fees			Outside Services	Business Development												
776734	5	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	0	0	0	0	20	0	0	0	0	0	0																	
776752	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
777254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0																	
777366	148	0	0	0	468	90	0	0	161	90	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	37	45	0	313	0	0	0	94	80	0	0	International Fees & Commissions			Corporate Insurance Expense	CRA Equity Amortization												
777441	10	0	19	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	1	2	11	12	10	0	11	8	1	5	3																	
777553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	35	0	0	32	0	0	0	0	0	0	0																	
777870	0	0	0	0	30	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	30	0	0	113	0	0	0	0	0	0	0				DDA Expense													
777964	2	0	2	3	2	2	0	0	4	4	2	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	1	0	21	2	0	0	0	0	0	2	Underwriting Fees	Appraisal Fees	Misc/Non-Accrual Chargeoff's	Compliance Services	Debit Card Expense	Service Charges											
778466	183	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	false	0	0	0	0	125	0	0	0	61	0	0	0	0	0	0												OFF-BALANCE SHEET PROVISION MOVED TO OTHER LIABILITIES					
778738	43	0	53	0	0	0	0	0	87	71	32	0	0	0	0	0	0	0	0	0	0	false	41	0	0	0	0	0	26	0	33	0	158	49	0	35	83				(gain)/loss sale of foreclosed property	foreclosed property expense	State Banking fee											
779016	32	0	55	35	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	76	0	0	59	0	0	36	28	0	35	28				PA Shares Tax													
779351	151	0	39	11	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	111	0	0	0	0	31	53	492	104	0	0	0	0	0	0																	
779360	50	0	0	27	76	0	0	0	68	98	30	0	0	0	0	0	0	0	0	0	0	false	44	0	0	0	0	0	0	0	29	0	110	0	0	39	55				Computer maintenance contract expenses	Bank card - VISA merchant expenses	Dues & membership expenses											
779539	206	0	0	0	461	144	0	0	277	349	0	0	0	0	0	0	0	0	0	0	0	false	130	0	0	40	49	41	449	232	80	0	103	0	200	329	186	Loan Services Charges			Loan, Collection & Other Real Estate Owned Expense	Intercompany Assessments												
779641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
779650	30	0	18	6	33	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	21	0	0	19	0	7	10	23	73	0	0	14	5	1	59	COMMISSIONS & FEES																
779968	0	0	0	83	94	462	65	159	133	85	169	0	0	0	0	0	0	0	0	-8	0	true	0	0	0	0	0	0	0	113	0	0	0	87	88	0	95	Profit on Foreing Exchange	Earnings on Remittances	Fees & Commissions	Travelling Expense	Management Expense	Rent Expense						Adjustment to Off B/S Allowance for Loan Losses		Collection Charges - $32K; Miscellaneous Income - $56K			
780049	11	0	4	8	14	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	false	9	0	0	0	0	7	0	28	9	0	0	3	0	0	3										HOLDING COMPANY CAPITAL INJECTION							
780218	82	0	0	34	76	0	0	0	135	57	0	0	0	0	0	0	0	0	0	0	0	false	52	0	0	0	123	0	104	156	0	0	0	0	0	61	39				Ohio Franchise Tax	Internet Banking Expense												
780263	22	0	45	8	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	10	12	20	47	0	34	0	0	50	4	27	41				Internet Banking expense													
780562	42	5	17	81	32	256	364	0	292	69	0	0	0	0	0	0	0	26	0	0	0	false	10	0	0	0	54	2	5	112	12	0	5	110	54	9	22	Management Fees	Rental Income		R/E Held for production income expense	Problem Loan					Related Party Loan Participation Surplus							
780722	0	0	34	0	69	0	0	0	51	39	32	0	0	0	0	0	0	0	0	0	0	false	39	0	0	0	66	0	0	0	68	0	69	29	0	58	32				OREO operating and other loan collection expenses	Courier and travel expenses	Outside services											
780955	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	141	0	0	31	0	0	0	0																	
781028	73	0	106	211	130	0	0	0	77	139	0	21249	8383	0	0	0	0	50000	0	0	0	false	84	0	0	58	127	0	0	688	116	0	27	237	640	0	163				Travel and Entertainment	Loan collection expense		Gain on loans			Capital Contribution							
782016	0	0	0	0	29	28	0	0	49	54	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	Electronic Banking Fees			Miscellaneouse Expenses	Franchise Tax Expense												
782351	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
782548	2	0	3	4	2	0	0	0	6	2	1	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	0	9	2	0	0	0	0	2	0				OTHER TAXES	MISC EXPENSE	DONATIONS											
782650	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0																	
783161	161	0	0	109	216	138	0	0	0	0	0	0	0	0	0	0	0	16000	0	0	0	false	90	0	0	0	104	0	0	447	122	0	0	0	0	0	0	SIGNATURE BASED TRANSACTIONS FEES VISA									CPP FROM HOLDING COMPANY							
783246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	26	0	75	0	0	0	0	0	0	0																	
783349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
783648	249	0	60	93	900	0	0	0	786	0	0	0	0	0	0	0	0	2501	0	0	0	false	231	6384	0	0	145	50	56	562	266	0	1060	150	87	27	197				Dues and Fees						paid in capital surplus for holding company					ADOPTION OF FSP FAS 115-2 AND FSP FAS 157-4		
783844	64	0	67	0	93	32	0	0	95	49	0	0	0	0	0	0	0	0	0	0	0	false	43	0	0	19	59	0	32	0	83	0	104	0	0	84	52	Line of credit fees			Loan expense	Other real estate expense												
783910	0	0	45	27	66	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	102	0	0	0	34	0	0	0				Taxes other than on income													
783956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
783965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
784159	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0				50275 Maintenance Expenses													
784430	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	30	0	0	45	0	0	0	0	0	0	0				Other Taxes													
784944	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
