"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
538044	18685	0	15868	72412778	METROBANK	27500 FARMINGTON ROAD 	FARMINGTON HILLS	MI	48024	041	2005-08-08T16:16:33
538222	15214	2488	0	44107163	FIRST CENTRAL NATIONAL BANK OF SAINT PARIS, THE	103 S. SPRINGFIELD 	SAINT PARIS	OH	43072	041	2005-08-08T16:16:33
538240	12157	0	0	83901663	STATE BANK & TRUST COMPANY	211 SOUTH MAIN STREET 	HARRODSBURG	KY	40330	041	2005-08-08T16:16:33
538352	26635	0	11098	107005924	FIRSTBANK NORTH	8800 WADSWORTH BLVD 	WESTMINSTER	CO	80020	041	2005-08-08T16:16:33
538642	85	0	0	82904674	MADISON BANK AND TRUST	101 PUBLIC SQUARE 	KINGSTON	AR	72742	041	2005-08-08T16:16:33
538651	14638	0	16331	104112056	DEUEL COUNTY STATE BANK	774 2ND STREET 	CHAPPELL	NE	69129	041	2005-08-08T16:16:33
538754	3999	10637	52009	91404369	FIRST NATIONAL BANK IN PHILIP	103 E. PINE STREET 	PHILIP	SD	57567	041	2005-08-08T16:16:33
538802	24516	0	11980	26006237	BANK AUDI (U.S.A.)	19 EAST 54TH STREET 	NEW YORK	NY	10022	031	2005-08-08T16:16:33
538950	19263	15407	11518	103101204	FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD	1100 EAST MAIN STREET 	WEATHERFORD	OK	73096	041	2005-08-08T16:16:33
539032	16604	0	9993	62205791	BANK INDEPENDENT	710 SOUTH MONTGOMERY AVENUE 	SHEFFIELD	AL	35660	041	2005-08-08T16:16:33
539340	15883	0	13950	74911138	DEMOTTE STATE BANK	210 SOUTH HALLECK STREET PO BOX 400	DE MOTTE	IN	463109502	041	2005-08-08T16:16:33
539452	2320	0	14454	103104489	PEOPLES BANK	WILLIAM AND DIVISON STREET 	WESTVILLE	OK	74965	041	2005-08-08T16:16:33
539667	16308	0	11759	113102073	MAINLAND BANK	2831 PALMER HIGHWAY 	TEXAS CITY	TX	775906992	041	2005-08-08T16:16:33
539872	28515	0	1754	314971168	CUERO STATE BANK, S.S.B.	121 E COURTHOUSE 	CUERO	TX	77954	041	2005-08-08T16:16:33
539939	4995	13722	10127	65300402	BRITTON & KOONTZ FIRST NATIONAL BANK	500 MAIN ST 	NATCHEZ	MS	39120	041	2005-08-08T16:16:33
540056	5486	2780	11622	104901238	FIRST NATIONAL BANK OF WAHOO, THE	201 EAST 5TH STREET 	WAHOO	NE	68066	041	2005-08-08T16:16:33
540458	18782	0	52072	104913585	COMMERCIAL STATE BANK	103 SOUTH BROWN AVENUE 	CLAY CENTER	NE	68933	041	2005-08-08T16:16:33
540542	999	0	10335	72404508	G.W. JONES EXCHANGE BANK	117 WEST MAIN STREET 	MARCELLUS	MI	49067	041	2005-08-08T16:16:33
540551	4009	0	11916	91400538	BANKWEST, INCORPORATED	420 SOUTH PIERRE STREET 	PIERRE	SD	57501	041	2005-08-08T16:16:33
540739	20468	0	12638	62201892	FIRSTSTATE BANK	60151 HIGHWAY 49 	LINEVILLE	AL	36266	041	2005-08-08T16:16:33
540850	12139	0	0	101105286	FORD COUNTY STATE BANK	322 MAIN STREET 	SPEARVILLE	KS	67876	041	2005-08-08T16:16:33
540926	13425	13918	15253	53200983	SOUTH CAROLINA BANK AND TRUST, NATIONAL ASSOCIATION	950 JOHN C CALHOUN DR 	ORANGEBURG	SC	29115	041	2005-08-08T16:16:33
541035	10534	0	16916	65204184	CITY SAVINGS BANK & TRUST COMPANY	301 NORTH PINE 	DERIDDER	LA	706343903	041	2005-08-08T16:16:33
541101	639	0	0	21000018	BANK OF NEW YORK, THE	ONE WALL STREET 	NEW YORK	NY	10286	031	2005-08-08T16:16:33
541231	23152	0	14558	62103217	FIRST CITIZENS BANK	105 WOODFURD AVENUE 	LUVERNE	AL	36049	041	2005-08-08T16:16:33
541437	16574	0	15578	61103878	FARMERS AND MERCHANTS COMMUNITY BANK	8180 EAST HIGHWAY 16 	SENOIA	GA	30276	041	2005-08-08T16:16:33
541464	22393	0	0	114907125	MCMULLEN BANK	100 MAIN STREET 	TILDEN	TX	78072	041	2005-08-08T16:16:33
541642	8126	0	9128	83907667	COMMONWEALTH COMMUNITY BANK, INC.	830 SOUTH MAIN STREET 	HARTFORD	KY	42347	041	2005-08-08T16:16:33
541754	22447	0	17838	102102932	WRAY STATE BANK	383 WEST 2ND STREET 	WRAY	CO	80758	041	2005-08-08T16:16:33
541857	2380	0	10331	84304272	CARROLL BANK AND TRUST	19510 MAIN STREET WEST 	HUNTINGDON	TN	38344	041	2005-08-08T16:16:33
542153	14922	14308	15083	104901513	FARMERS & MERCHANTS NATIONAL BANK OF WEST POINT	204 NORTH MAIN 	WEST POINT	NE	68788	041	2005-08-08T16:16:33
542340	17348	0	16951	73922238	SOUTH STORY BANK & TRUST	101 STORY P O BOX 58	SLATER	IA	50244	041	2005-08-08T16:16:33
542443	22025	0	13035	71124342	BANK OF WARRENSBURG	STATE ROUTE 121 AND EAST MAIN 	WARRENSBURG	IL	62573	041	2005-08-08T16:16:33
542528	12982	0	10461	41201635	CITIZENS BANKING COMPANY, THE	100 E. WATER STREET 	SANDUSKY	OH	44870	041	2005-08-08T16:16:33
542537	9262	0	14747	71109752	ELIZABETH STATE BANK, THE	151 NORTH MAIN 	ELIZABETH	IL	61028	041	2005-08-08T16:16:33
542649	1003	0	0	72410013	CHEMICAL BANK AND TRUST COMPANY	333 EAST MAIN STREET PO BOX 231	MIDLAND	MI	48640	041	2005-08-08T16:16:33
542667	19525	0	0	325271268	MOUNT MCKINLEY BANK	531 THIRD AVENUE 	FAIRBANKS	AK	99701	041	2005-08-08T16:16:33
542715	7796	0	0	31306029	CITIZENS BANK OF SOUTHERN PENNSYLVANIA	35 NORTH CARLISLE STREET 	GREENCASTLE	PA	17225	041	2005-08-08T16:16:33
542854	526	0	0	102301241	FARMERS STATE BANK	103 EAST SECOND STREET 	PINE BLUFFS	WY	82082	041	2005-08-08T16:16:33
543066	26314	0	0	322286573	FRANKLIN BANK OF CALIFORNIA	171 SOUTH ANITA DRIVE, SUITE 104 	ORANGE	CA	92868	041	2005-08-08T16:16:33
543253	1081	0	10680	81000980	SOUTHWEST BANK OF ST. LOUIS	2301 SOUTH KINGSHIGHWAY 	SAINT LOUIS	MO	63110	041	2005-08-08T16:16:33
543262	11666	0	14224	124103582	D. L. EVANS BANK	397 NORTH OVERLAND 	BURLEY	ID	83318	041	2005-08-08T16:16:33
543338	16743	0	16545	62205830	MERCHANTS & FARMERS BANK	VERNON STREET 	MILLPORT	AL	35576	041	2005-08-08T16:16:33
543459	4779	8114	10633	101103686	FIRST NATIONAL BANK OF SYRACUSE	11 NORTH MAIN STREET 	SYRACUSE	KS	67878	041	2005-08-08T16:16:33
543637	26903	0	17232	67012921	EQUITABLE BANK	633 SOUTH FEDERAL HIGHWAY 	FORT LAUDERDALE	FL	33301	041	2005-08-08T16:16:33
543945	12858	0	15429	73918857	FARMERS TRUST AND SAVINGS BANK	125 WEST 4TH STREET 	SPENCER	IA	51301	041	2005-08-08T16:16:33
544335	21083	0	12014	65301883	UNITED MISSISSIPPI BANK	75 MELROSE-MONTEBELLO PARKWAY 	NATCHEZ	MS	39120	041	2005-08-08T16:16:33
544447	12128	0	0	73915915	CITIZENS SAVINGS BANK	101 CHURCH STREET P O BOX 7	SPILLVILLE	IA	52168	041	2005-08-08T16:16:33
544652	14264	0	15361	104907025	CORNHUSKER BANK	1101 CORNHUSKER HIGHWAY PO BOX 80009	LINCOLN	NE	68521	041	2005-08-08T16:16:33
544876	32073	0	7818	251473787	GUARANTY BANK	1658 STATE FARM BLVD 	CHARLOTTESVILLE	VA	22911	041	2005-08-08T16:16:33
544951	8725	0	10839	102301063	COWBOY STATE BANK	515 DAYTON STREET 	RANCHESTER	WY	82839	041	2005-08-08T16:16:33
545042	18626	0	14073	71923378	BANK OF WAUKEGAN	1601 NORTH LEWIS AVENUE 	WAUKEGAN	IL	60085	041	2005-08-08T16:16:33
545154	19515	0	15283	104901270	BANK OF DONIPHAN	120 PLUM 	DONIPHAN	NE	68832	041	2005-08-08T16:16:33
545172	18379	0	10902	125102689	BANK OF LATAH	1500 MAIN STREET 	SAINT MARIES	ID	83861	041	2005-08-08T16:16:33
545604	18229	0	7825	211174204	NORTHWEST COMMUNITY BANK	86 MAIN STREET BOX 776	WINSTED	CT	06098	041	2005-08-08T16:16:33
545846	8128	0	0	83903140	HANCOCK BANK & TRUST COMPANY	200 MAIN STREET 	HAWESVILLE	KY	42348	041	2005-08-08T16:16:33
545855	18795	0	14858	104909146	BANK OF YUTAN	515 SECOND STREET 	YUTAN	NE	68073	041	2005-08-08T16:16:33
546003	18129	0	7941	211574642	BANK NEWPORT	10 WASHINGTON SQ 	NEWPORT	RI	02840	041	2005-08-08T16:16:33
546320	16222	0	9776	41213885	SHERWOOD STATE BANK, THE	105 NORTH HARRISON STREET 	SHERWOOD	OH	43556	041	2005-08-08T16:16:33
546432	9367	0	10752	65304369	NEWTON COUNTY BANK	114 EAST CHURCH ST 	NEWTON	MS	39345	041	2005-08-08T16:16:33
546535	9068	0	13957	61205938	BANK OF DUDLEY	1448 SECOND STREET 	DUDLEY	GA	31022	041	2005-08-08T16:16:33
546544	15555	0	10364	73903503	CENTRAL BANK	600 LAKE AVENUE P O BOX 578	STORM LAKE	IA	505880578	041	2005-08-08T16:16:33
546647	12387	0	0	71118170	COMMUNITY BANK	222 BANK STREET P O BOX 70	HOOPESTON	IL	60942	041	2005-08-08T16:16:33
547149	19107	0	0	71908021	HARRIS BANK WESTCHESTER	10500 WEST CERMAK ROAD 	WESTCHESTER	IL	60153	041	2005-08-08T16:16:33
547251	1439	0	12419	104910135	AMERICAN INTERSTATE BANK	701 GATEWAY ROAD 	ELKHORN	NE	68022	041	2005-08-08T16:16:33
547279	22643	0	9014	123307583	COWLITZ BANK, THE	927 COMMERCE AVENUE 	LONGVIEW	WA	98632	041	2005-08-08T16:16:33
547550	22639	0	14721	102303171	BANK OF COMMERCE	THIRD AND BUFFALO 	RAWLINS	WY	82301	041	2005-08-08T16:16:33
547840	27235	0	10676	74901672	STAR FINANCIAL BANK	735 MAIN STREET 	ANDERSON	IN	46015	041	2005-08-08T16:16:33
548052	2228	5413	9902	102300297	RAWLINS NATIONAL BANK, THE	220 FIFTH STREET 	RAWLINS	WY	82301	041	2005-08-08T16:16:33
548203	17476	0	14626	211272766	MECHANICS' SAVINGS BANK	100 MINOT AVENUE 	AUBURN	ME	04210	041	2005-08-08T16:16:33
548267	5569	5203	0	111302833	WAGGONER NATIONAL BANK OF VERNON, THE	1818 TEXAS STREET 	VERNON	TX	76384	041	2005-08-08T16:16:33
548351	3276	5581	16121	113103276	AUSTIN BANK, TEXAS NATIONAL ASSOCIATION	200 E COMMERCE 	JACKSONVILLE	TX	757664954	041	2005-08-08T16:16:33
548641	11634	0	11637	73904939	FIRST STATE BANK	106 WEST FIRST STREET 	SUMNER	IA	50674	041	2005-08-08T16:16:33
548753	19258	0	11116	111001189	BANK OF THE SOUTHWEST OF DALLAS	2415 S. WESTMORELAND 	DALLAS	TX	75211	041	2005-08-08T16:16:33
548771	30704	0	5775	221270910	MAGYAR SAVINGS BANK	101 FRENCH ST 	NEW BRUNSWICK	NJ	08903	041	2005-08-08T16:16:33
548829	2289	0	0	44111557	COMMODORE BANK	100 E MAIN STREET 	SOMERSET	OH	43783	041	2005-08-08T16:16:33
548838	9077	14417	0	71119506	BLUESTEM NATIONAL BANK	104 EAST LOCUST STREET PO BOX 260	FAIRBURY	IL	61739	041	2005-08-08T16:16:33
548856	5400	2994	0	104900585	FIRST NATIONAL BANK OF FAIRBURY, THE	423 5TH STREET 	FAIRBURY	NE	68352	041	2005-08-08T16:16:33
549358	18739	0	0	104902761	FARMERS STATE BANK	509 FAIRMONT AVENUE 	FAIRMONT	NE	68354	041	2005-08-08T16:16:33
549545	195	0	17637	74904352	CITIZENS EXCHANGE BANK, THE	102 SOUTH MAIN STREET P O BOX 85	FAIRMOUNT	IN	46928	041	2005-08-08T16:16:33
549826	16301	0	0	53206893	PAMPLICO BANK AND TRUST COMPANY	503 FOURTH AVENUE 	PAMPLICO	SC	29583	041	2005-08-08T16:16:33
549862	17108	0	16542	111900594	COMMUNITY BANK AND TRUST	1808 WASHINGTON AVENUE 	WACO	TX	767011098	041	2005-08-08T16:16:33
550327	9991	0	10434	51404529	NORTHERN NECK STATE BANK	5839 RICHMOND ROAD 	WARSAW	VA	22572	041	2005-08-08T16:16:33
550354	19351	15472	10118	107001326	FIRST NATIONAL BANK OF ESTES PARK	255 PARK LANE 	ESTES PARK	CO	80517	041	2005-08-08T16:16:33
550448	13715	0	12931	73920997	STATE BANK, THE	1902 HILL AVENUE 	SPIRIT LAKE	IA	51360	041	2005-08-08T16:16:33
550523	14874	0	11642	52101106	PENINSULA BANK	11732 SOMERSET AVE 	PRINCESS ANNE	MD	21853	041	2005-08-08T16:16:33
550653	25591	0	13036	104101630	CEDAR SECURITY BANK	MAIN STREET 	FORDYCE	NE	68736	041	2005-08-08T16:16:33
550756	27078	0	11955	91400606	FIRST AMERICAN BANK & TRUST	120 N. EGAN AVE. 	MADISON	SD	57042	041	2005-08-08T16:16:33
550952	2229	4755	13484	102300255	ROCK SPRINGS NATIONAL BANK, THE	333 BROADWAY 	ROCK SPRINGS	WY	82901	041	2005-08-08T16:16:33
551016	13561	13927	10267	31311593	FIRST NATIONAL BANK IN FLEETWOOD, THE	MAIN AND FRANKLIN STREETS 	FLEETWOOD	PA	19522	041	2005-08-08T16:16:33
551315	26690	0	0	31901929	WILMINGTON TRUST OF PENNSYLVANIA	797 EAST LANCASTER AVENUE 	VILLANOVA	PA	19085	041	2005-08-08T16:16:33
551333	16502	0	14444	63105599	CENTRAL BANK OF TAMPA	2307 WEST KENNEDY BOUEVARD 	TAMPA	FL	33609	041	2005-08-08T16:16:33
551454	13244	0	0	102300268	NORTH SIDE STATE BANK OF ROCK SPRINGS, WYOMING	601 NORTH FRONT STREET 	ROCK SPRINGS	WY	82902	041	2005-08-08T16:16:33
551557	16404	0	0	101114536	VERMILLION STATE BANK	300 MAIN 	VERMILLION	KS	66544	041	2005-08-08T16:16:33
551904	23345	0	16298	211371065	SOUTH COASTAL BANK	279 UNION ST 	ROCKLAND	MA	02370	041	2005-08-08T16:16:33
552059	4791	3434	15583	101102852	FIRST NATIONAL BANK OF WAMEGO, THE	806 5TH STREET 	WAMEGO	KS	66547	041	2005-08-08T16:16:33
552161	5574	13516	17567	111901629	CITIZENS NATIONAL BANK IN WAXAHACHIE	200 N. ELM STREET 	WAXAHACHIE	TX	75165	041	2005-08-08T16:16:33
552451	14372	14146	10597	107000262	FIRST NATIONAL BANK	205 WEST OAK STREET 	FORT COLLINS	CO	80521	041	2005-10-27T16:34:31
552545	14812	0	0	73920447	TREYNOR STATE BANK	15 EAST MAIN STREET 	TREYNOR	IA	51575	041	2005-08-08T16:16:33
552657	3167	0	0	111907775	FIRST BANK & TRUST COMPANY	MAIN STREET 	DAWSON	TX	76639	041	2005-08-08T16:16:33
552732	19660	0	9891	71108698	GALENA STATE BANK AND TRUST COMPANY	971 GEAR STREET P O BOX 317	GALENA	IL	610360317	041	2005-08-08T16:16:33
552956	14178	0	0	81908273	SILEX BANKING COMPANY	CUIVRE AND SECOND 	SILEX	MO	63377	041	2005-08-08T16:16:33
552974	32135	0	7889	313192647	SHELBY SAVINGS BANK, SSB	111 SELMA ST 	CENTER	TX	75935	041	2005-08-08T16:16:33
553038	34160	0	15999	61204913	COMMUNITY BANKING COMPANY OF FITZGERALD	102 WEST ROANOKE DRIVE 	FITZGERALD	GA	31750	041	2005-08-08T16:16:33
553766	25273	18280	0	111914218	WEATHERFORD NATIONAL BANK	101 NORTH MAIN STREET 	WEATHERFORD	TX	76086	041	2005-08-08T16:16:33
553926	6706	11383	0	41212899	FIRST NATIONAL BANK OF SYCAMORE, THE	141-149 SOUTH SYCAMORE AVE 	SYCAMORE	OH	44882	041	2005-08-08T16:16:33
553944	2750	13479	0	83903386	LINCOLN NATIONAL BANK OF HODGENVILLE, THE	41 PUBLIC SQUARE 	HODGENVILLE	KY	42748	041	2005-08-08T16:16:33
554268	11902	0	12151	113107515	HILL BANK & TRUST CO.	201 E. MAIN STREET 	WEIMAR	TX	789622105	041	2005-08-08T16:16:33
554343	1821	0	9375	74912755	FOWLER STATE BANK	300 EAST 5TH STREET 	FOWLER	IN	47944	041	2005-08-08T16:16:33
554745	18390	0	0	71923213	FOUNDERS BANK	6825 WEST 111TH STREET 	WORTH	IL	60482	041	2005-08-08T16:16:33
554848	12530	0	0	82904030	BANK OF MOUNTAIN VIEW	121 EAST MAIN STREET 	MOUNTAIN VIEW	AR	72560	041	2005-08-08T16:16:33
554857	20488	0	11710	104901678	FIVE POINTS BANK	2015 NORTH BROADWELL 	GRAND ISLAND	NE	68801	041	2005-08-08T16:16:33
554941	15011	0	12691	72411025	FARMERS STATE BANK OF MUNITH	201 NORTH MAIN P O BOX 97	MUNITH	MI	49259	041	2005-08-08T16:16:33
555005	2644	1194	14065	11305260	ROCKPORT NATIONAL BANK	16 MAIN ST 	ROCKPORT	MA	01966	041	2005-08-08T16:16:33
555238	1739	0	14096	62203858	CITIZENS BANK, THE	118 S. MARKET STREET 	MOULTON	AL	35650	041	2005-08-08T16:16:33
555256	3170	0	0	111907021	FARMERS AND MERCHANTS BANK	240 SOUTH TEXAS STREET 	DE LEON	TX	76444	041	2005-08-08T16:16:33
555658	25048	0	0	102305412	SHERIDAN STATE BANK	29 NORTH GOULD STREET 	SHERIDAN	WY	82801	041	2005-08-08T16:16:33
555724	2072	0	0	41210781	FARMERS STATE BANK OF NEW WASHINGTON, OHIO, THE	102 SOUTH KIBLER ST PO BOX 487	NEW WASHINGTON	OH	448540487	041	2005-08-08T16:16:33
555836	159	0	0	61203370	SYLVESTER BANKING COMPANY	300 NORTH MAIN STREET 	SYLVESTER	GA	31791	041	2005-08-08T16:16:33
556011	8421	0	10277	31315544	WEST MILTON STATE BANK	ROUTE 475 	WEST MILTON	PA	17886	041	2005-08-08T16:16:33
556459	3286	12968	0	114912686	KLEBERG FIRST NATIONAL BANK OF KINGSVILLE	100 E KLEBERG 	KINGSVILLE	TX	783634596	041	2005-08-08T16:16:33
556815	13879	0	10161	31310086	PEOPLES BANK, A CODORUS VALLEY COMPANY	1 MANCHESTER STREET 	GLEN ROCK	PA	17327	041	2005-08-08T16:16:33
556936	5749	0	15373	71113162	GERMAN-AMERICAN STATE BANK	100 CHURCH STREET PO BOX 89	GERMAN VALLEY	IL	610390089	041	2005-08-08T16:16:33
556945	5622	0	10293	82904027	PEOPLES BANK AND TRUST COMPANY	105 EAST NINTH STREET 	MOUNTAIN HOME	AR	72653	041	2005-08-08T16:16:33
557045	22799	0	12583	83901854	PEOPLES STATE BANK, THE	SOUTH LINCOLN BOULEVARD 	HODGENVILLE	KY	42748	041	2005-08-08T16:16:33
557317	14863	14301	12381	31311771	GRATZ NATIONAL BANK, THE	38 MARKET STREET 	GRATZ	PA	17030	041	2005-08-08T16:16:33
557438	10467	0	16258	71113175	GIFFORD STATE BANK, THE	304 SOUTH MAIN STREET 	GIFFORD	IL	61847	041	2005-08-08T16:16:33
557456	13749	13953	13457	104900307	CITY NATIONAL BANK & TRUST COMPANY, HASTINGS, NEBRASKA	800 WEST 3RD 	HASTINGS	NE	68901	041	2005-08-08T16:16:33
557858	4799	2782	16883	101100029	INTRUST BANK, NATIONAL ASSOCIATION	105 NORTH MAIN STREET 	WICHITA	KS	67201	041	2005-08-08T16:16:33
557933	16591	0	16995	61112539	CITIZENS BANK AND TRUST OF WEST GEORGIA	115 COLLEGE STREET 	CARROLLTON	GA	30117	041	2005-08-08T16:16:33
558172	32174	22107	7950	272471836	FRANKLIN BANK, NATIONAL ASSOCIATION	24725 WEST TWELVE MILE ROAD PO BOX 5006	SOUTHFIELD	MI	48086	041	2005-08-08T16:16:33
558257	22754	0	15758	102302680	FIRST STATE BANK OF THERMOPOLIS	435 ARAPAHOE 	THERMOPOLIS	WY	82443	041	2005-08-08T16:16:33
558453	9495	0	9857	84304382	MUNFORD UNION BANK, THE	P.O. DRAWER N 	MUNFORD	TN	38058	041	2005-08-08T16:16:33
558462	20707	0	17046	111904338	WHITE OAK STATE BANK	1101 S. WHITE OAK ROAD 	WHITE OAK	TX	756933509	041	2005-08-08T16:16:33
558556	16674	0	12970	111911321	FARMERS & MERCHANTS STATE BANK OF KRUM	146 W MCCART 	KRUM	TX	76249	041	2005-08-08T16:16:33
559058	10354	0	0	111906242	FARMERS & MERCHANTS STATE BANK	01 W. PUBLIC SQUARE 	LADONIA	TX	75449	041	2005-08-08T16:16:33
559254	24500	0	15561	102105162	BANK OF GRAND JUNCTION	2415 F ROAD 	GRAND JUNCTION	CO	81505	041	2005-08-08T16:16:33
559553	18984	0	12400	104901034	HASTINGS STATE BANK	530 NORTH BURLINGTON 	HASTINGS	NE	68901	041	2005-08-08T16:16:33
559777	32185	0	7971	221572867	R-G PREMIER BANK OF PUERTO RICO	280 JESUS T. PINERO AVENUE, HYDE PARK 	HATO REY SAN JUAN	PR	00918	041	2008-07-14T15:48:19
559852	530	14506	15874	102301762	FIRST NATIONAL BANK, TORRINGTON	2120 MAIN STREET 	TORRINGTON	WY	82240	041	2005-08-08T16:16:33
560214	12980	0	0	41206876	CORN CITY STATE BANK, THE	120 W MAIN ST 	DESHLER	OH	43516	041	2005-08-08T16:16:33
560353	18895	15171	13238	113101317	FIRST NATIONAL BANK OF LAKE JACKSON	122 WEST WAY 	LAKE JACKSON	TX	77566	041	2005-08-08T16:16:33
560438	49	0	16664	62105532	BANK OF EVERGREEN	146 WEST FRONT STREET 	EVERGREEN	AL	36401	041	2005-08-08T16:16:33
560830	13983	14035	14883	71113298	GRANVILLE NATIONAL BANK, THE	328 SOUTH MCCOY STREET 	GRANVILLE	IL	61326	041	2005-08-08T16:16:33
561145	15321	0	13381	73921718	FIRST STATE BANK	505 SECOND STREET 	WEBSTER CITY	IA	50595	041	2005-08-08T16:16:33
561239	16607	0	16022	62105781	BANK OF PINE HILL	HIGHWAY 5 	PINE HILL	AL	36769	041	2005-08-08T16:16:33
561574	32203	0	7992	321181307	SUMMIT STATE BANK	6305 COMMERCE BOULEVARD 	ROHNERT PARK	CA	94928	041	2005-08-08T16:16:33
561659	2232	0	15713	102301513	PINNACLE BANK - WYOMING	2000 MAIN STREET 	TORRINGTON	WY	82240	041	2005-08-08T16:16:33
561864	16652	0	0	112322508	SOUTHWEST BANK	4800 E 42ND ST 	ODESSA	TX	79768	041	2005-08-08T16:16:33
561958	3291	11163	0	111308727	FIRST NATIONAL BANK OF LAMESA, THE	602 N. 1ST STREET 	LAMESA	TX	793315408	041	2005-08-08T16:16:33
562058	14334	0	0	81905289	UNITED BANK OF UNION	15 EAST MAIN STREET 	UNION	MO	63084	041	2005-08-08T16:16:33
562553	19027	15259	12817	102201040	FIRST NATIONAL BANK OF NEW MEXICO, THE	201 MAIN STREET 	CLAYTON	NM	88415	041	2005-08-08T16:16:33
562870	27454	0	14232	54001628	SEQUOIABANK	2 BETHESDA METRO CENTER 15TH FLOOR 	BETHESDA	MD	20814	041	2005-08-08T16:16:33
563233	169	15572	12439	61101184	FIRST NATIONAL BANK OF GRIFFIN	318 SOUTH HILL ST 	GRIFFIN	GA	30224	041	2005-08-08T16:16:33
563336	23523	0	13156	65103243	CITIZENS' BANK, INC.	HWY 104 AT PALMER STREET 	ROBERTSDALE	AL	36567	041	2005-08-08T16:16:33
563457	5422	8161	0	104905881	FIRST NATIONAL BANK OF JOHNSON	125 MAIN STREET PO BOX 215	JOHNSON	NE	68378	041	2005-08-08T16:16:33
563756	23318	0	13827	102303841	FIRST STATE BANK	1405 SIXTEENTH STREET 	WHEATLAND	WY	82201	041	2005-08-08T16:16:33
563774	29485	0	3533	253171207	ROANOKE VALLEY SAVINGS BANK, SSB	828 ROANOKE AVENUE 	ROANOKE RAPIDS	NC	27870	041	2005-08-08T16:16:33
563907	9	0	9781	11201380	UNION TRUST COMPANY	66 MAIN STREET 	ELLSWORTH	ME	04605	041	2005-08-08T16:16:33
563934	19819	15651	14669	61101414	FIRST NATIONAL BANK OF CHATTOOGA COUNTY	10144 COMMERCE STREET 	SUMMERVILLE	GA	30747	041	2005-08-08T16:16:33
564052	26689	0	15244	91803562	BANK OF ALMA	211 MAIN STREET 	ALMA	WI	54610	041	2005-08-08T16:16:33
564155	20115	0	0	81501793	QUAD COUNTY STATE BANK, THE	HIGHWAY 49 	VIBURNUM	MO	65566	041	2005-08-08T16:16:33
564324	10255	0	11857	41212637	OLD FORT BANKING COMPANY, THE	8034 MAIN STREET 	OLD FORT	OH	44861	041	2005-08-08T16:16:33
564463	10709	0	0	114917924	FIRST STATE BANK	406 W. GRAND AVENUE 	YOAKUM	TX	77995	041	2005-08-08T16:16:33
564557	26856	0	11011	114915803	FALCON INTERNATIONAL BANK	5219 MCPHERSON RD 	LAREDO	TX	78041	041	2005-08-08T16:16:33
564605	13074	0	17969	221272316	HUDSON CITY SAVINGS BANK	WEST 80 CENTURY ROAD 	PARAMUS	NJ	07652	041	2005-08-08T16:16:33
564678	28708	0	2195	221270525	GSL SAVINGS BANK	6823 BERGENLINE AVE 	GUTTENBERG	NJ	07093	041	2005-08-08T16:16:33
564771	19835	0	5572	325171232	FIRST MUTUAL BANK	400 108TH AVENUE NORTHEAST 	BELLEVUE	WA	98004	041	2005-08-08T16:16:33
564838	12079	0	11672	61209552	CITIZENS COMMUNITY BANK	120 W. MAIN ST. 	HAHIRA	GA	31632	041	2005-08-08T16:16:33
564856	22039	0	0	92901434	1ST BANK	120 2ND ST. NW 	SIDNEY	MT	59270	041	2005-08-08T16:16:33
565040	13984	0	13376	73906212	HANCOCK COUNTY BANK & TRUST	175 EAST 3RD STREET 	GARNER	IA	50438	041	2005-08-08T16:16:33
565143	12149	0	9559	83903564	FIRST STATE BANK	240 NORTH FIRST STREET 	IRVINGTON	KY	40146	041	2005-08-08T16:16:33
565152	16379	0	15873	104913682	SPRINGFIELD STATE BANK	600 MAIN STREET 	SPRINGFIELD	NE	68059	041	2005-08-08T16:16:33
565536	17241	0	15600	71113476	NORTH CENTRAL BANK	2ND AND HIGH STREETS P O BOX 146	HENNEPIN	IL	61327	041	2005-08-08T16:16:33
565750	12627	0	11216	81902198	BANK OF WASHINGTON	200 WEST MAIN STREET 	WASHINGTON	MO	63090	041	2005-08-08T16:16:33
565844	10623	0	12907	101908577	STATE BANK OF MISSOURI	100 WEST WILLIAMS STREET 	CONCORDIA	MO	64020	041	2005-08-08T16:16:33
565853	8726	23593	14263	102300666	STOCKGROWERS STATE BANK, NATIONAL ASSOCIATION	700 BIG HORN AVENUE 	WORLAND	WY	82401	041	2005-08-08T16:16:33
566056	5424	13182	17090	104113039	SECURITY NATIONAL BANK	202 EAST 2ND STREET 	LAUREL	NE	68745	041	2005-08-08T16:16:33
566243	956	0	0	73902342	GLENWOOD STATE BANK	32 NORTH WALNUT PO BOX 431	GLENWOOD	IA	515341739	041	2005-08-08T16:16:33
566458	1623	0	0	101005360	BANK OF BELTON	204 MAIN 	BELTON	MO	64012	041	2005-08-08T16:16:33
566551	2203	11008	13678	92904185	RUBY VALLEY NATIONAL BANK	107 SOUTH MAIN 	TWIN BRIDGES	MT	59754	041	2005-08-08T16:16:33
